,COLONIA,ALCALDIA,lat,lng
648,EL CARMEN,XOCHIMILCO,19.2452198892,-99.0303102988
649,LA CAADA,XOCHIMILCO,19.2402462159,-99.1200344536
650,ZAPOTE-LUIS DONALDO COLOSIO (U HABS),TLALPAN,19.2997242617,-99.1787040395
651,SAN MIGUEL TOXIAC,TLALPAN,19.2073650249,-99.1549404211
652,JARDINES COAPA-BELISARIO DOMINGUEZ,TLALPAN,19.3042902117,-99.1332519855
653,CONJUNTO URBANO CUEMANCO (U HAB),TLALPAN,19.2967062919,-99.1053436493
654,EL DIVISADERO,TLALPAN,19.2532810398,-99.1588743622
655,JARDINES TECMA,IZTACALCO,19.3876199869,-99.1169158535
656,SANTA CRUZ ACAYUCAN (PBLO),AZCAPOTZALCO,19.475782958,-99.1945622852
657,2DA  JALALPA TEPITO (AMPL),ALVARO OBREGON,19.3756547081,-99.2332071969
658,ESTADO DE HIDALGO_,ALVARO OBREGON,19.3644436827,-99.2416810868
659,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,TLAHUAC,19.3033216123,-99.0440542325
660,CUITLHUAC 3 Y 4 (U HAB),AZCAPOTZALCO,19.4721429293,-99.1714732851
661,DEL GAS (AMPL),AZCAPOTZALCO,19.4666405444,-99.1576213654
662,SAN CLEMENTE,ALVARO OBREGON,19.3493092254,-99.2262178725
663,VILLA SOLIDARIDAD,ALVARO OBREGON,19.3834015381,-99.2192923844
664,TEPOPOTLA,ALVARO OBREGON,19.3621279201,-99.2517629911
665,PASEO DE LAS LOMAS-SAN GABRIEL,ALVARO OBREGON,19.3771435537,-99.2573264619
666,PRESIDENTES 2DA (AMPL),ALVARO OBREGON,19.3744547358,-99.2276117917
667,LOS GAMITOS,ALVARO OBREGON,19.3790006818,-99.2385850001
668,LOMAS DE SANTO DOMINGO,ALVARO OBREGON,19.3951820819,-99.2016220547
669,LOMAS DE CENTENARIO (U HAB),ALVARO OBREGON,19.3567367098,-99.2350508973
670,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,19.4688810568,-99.1641295803
671,CANUTILLO(AGUASCALIENTES),ALVARO OBREGON,19.3623447369,-99.232435939
672,AGUILAS PILARES,ALVARO OBREGON,19.3561666205,-99.2034085414
673,LOS OLIVOS,TLAHUAC,19.3013132281,-99.0585402645
674,PICOS IZTACALCO 1-A,IZTACALCO,19.38929866,-99.1146413565
675,AGRICOLA ORIENTAL VII,IZTACALCO,19.3878621558,-99.0679673232
676,JALALPA TEPITO,ALVARO OBREGON,19.3758735843,-99.2365782269
677,EL BATAN,ALVARO OBREGON,19.3547272963,-99.2591508007
678,XALPA III,IZTAPALAPA,19.3391120386,-99.0179214223
679,SAN MIGUEL TEOTONGO IV,IZTAPALAPA,19.333890511,-98.9880666033
680,REFORMA POLITICA II,IZTAPALAPA,19.3392967272,-99.0325075315
681,JOSE LOPEZ PORTILLO II,IZTAPALAPA,19.3081249002,-99.0804167633
682,LAS PEAS II,IZTAPALAPA,19.3406086031,-99.0494780198
683,SANTA MARIA AZTAHUACAN (U HAB),IZTAPALAPA,19.342653249,-99.0271540191
684,SAN SEBASTIAN TECOLOXTITLAN (PBLO),IZTAPALAPA,19.3619395743,-99.0171436737
685,SANTA MARIA DEL MONTE,IZTAPALAPA,19.3513042614,-99.0903253595
686,GUELATAO DE JUAREZ I (U HAB),IZTAPALAPA,19.3866077402,-99.0426250128
687,LA JOYITA,IZTAPALAPA,19.3758462405,-99.0263430593
688,PUENTE BLANCO,IZTAPALAPA,19.3276263758,-99.0647173163
689,LOMAS DE SANTA CRUZ MEYEHUALCO,IZTAPALAPA,19.3316923724,-99.0354584013
690,LOMAS ESTRELLA  III (U HAB),IZTAPALAPA,19.3280793494,-99.0924871591
691,NA HAL TI (U HAB),IZTAPALAPA,19.2884303165,-99.0708036753
692,CONSTITUCION DE 1917 II,IZTAPALAPA,19.3488349341,-99.0581867616
693,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),IZTAPALAPA,19.3623749464,-99.0637802271
694,VICENTE GUERRERO SUPER MANZANA 2 (U HAB),IZTAPALAPA,19.3616782799,-99.0594122073
695,CHINAMPAC DE JUAREZ I,IZTAPALAPA,19.3774792776,-99.0571116088
696,VILLA DE CORTES,BENITO JUAREZ,19.3874817987,-99.1361888172
697,NAVIDAD (GRANJAS DE NAVIDAD),CUAJIMALPA DE MORELOS,19.3739988605,-99.2853145838
698,COLA DE PATO,CUAJIMALPA DE MORELOS,19.3047637255,-99.3423978855
699,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3832363217,-99.2544430478
700,SAN BERNABE OCOTEPEC (PBLO),LA MAGDALENA CONTRERAS,19.314235069,-99.2575042019
701,CUAUHTEMOC,LA MAGDALENA CONTRERAS,19.3200700913,-99.243255303
702,TIERRA COLORADA,LA MAGDALENA CONTRERAS,19.2705437441,-99.2503025281
703,CANANEA (U HAB),IZTAPALAPA,19.2918680539,-99.0678381673
704,EL RODEO,IZTAPALAPA,19.333341261,-99.0721043939
705,EJERCITO DE AGUA PRIETA,IZTAPALAPA,19.3683176448,-99.0375659996
706,ERMITA,BENITO JUAREZ,19.3582712595,-99.1418219688
707,MARIA DEL CARMEN,BENITO JUAREZ,19.375686937,-99.138181482
708,RESIDENCIAL EMPERADORES,BENITO JUAREZ,19.3684249074,-99.1575186918
709,PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.3824353393,-99.1462049415
710,GUERRERO IV,CUAUHTEMOC,19.4404218952,-99.1422140732
711,NONOALCO-TLATELOLCO (U HAB) III,CUAUHTEMOC,19.451696421,-99.1353568265
712,DOCTORES II,CUAUHTEMOC,19.4198737194,-99.1508495556
713,DOCTORES V,CUAUHTEMOC,19.4103772864,-99.1467901424
714,ANAHUAC PERALITOS,MIGUEL HIDALGO,19.4489699,-99.1866904533
715,BENITO JUAREZ (AMPL),GUSTAVO A. MADERO,19.5340863075,-99.1341494242
716,DEL BOSQUE,GUSTAVO A. MADERO,19.544807773,-99.1430748466
717,DM NACIONAL,GUSTAVO A. MADERO,19.4756990621,-99.0957185773
718,SAN MARTIN XOCHINAHUAC (PBLO),AZCAPOTZALCO,19.5030010543,-99.1911745201
719,NEXTENGO (BARR),AZCAPOTZALCO,19.474310073,-99.188700231
720,SAN BERNABE (BARR),AZCAPOTZALCO,19.4679194567,-99.1737289615
721,EX HACIENDA SAN JUAN DE DIOS,TLALPAN,19.2880914999,-99.131820174
722,GRANJAS COAPA ORIENTE,TLALPAN,19.2964529266,-99.108287704
723,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,GUSTAVO A. MADERO,19.4560218036,-99.0928433502
724,CAMPESTRE ARAGON II,GUSTAVO A. MADERO,19.4830247253,-99.0806946805
725,GABRIEL HERNANDEZ (AMPL) II,GUSTAVO A. MADERO,19.5060559589,-99.1040658755
726,CAMPESTRE ARAGON I,GUSTAVO A. MADERO,19.4878964569,-99.0786041614
727,SAN FELIPE DE JESUS III,GUSTAVO A. MADERO,19.498990362,-99.0766115919
728,SAN PEDRO ZACATENCO (PBLO),GUSTAVO A. MADERO,19.5069767478,-99.117573441
729,TABLAS DE SAN AGUSTIN,GUSTAVO A. MADERO,19.4644279897,-99.1127633242
730,SANTIAGO ATEPETLAC,GUSTAVO A. MADERO,19.5245551798,-99.1600654673
731,LA PRADERA,GUSTAVO A. MADERO,19.4760002738,-99.0663427698
732,NUEVA TENOCHTITLAN,GUSTAVO A. MADERO,19.4564100284,-99.1034317326
733,MARTIRES DE RIO BLANCO (AMPL),GUSTAVO A. MADERO,19.4615603608,-99.1064471838
734,XALTOCAN (BARR),XOCHIMILCO,19.2528342142,-99.1005431185
735,SAN ANDRES AHUAYUCAN (PBLO),XOCHIMILCO,19.2172463589,-99.1065992039
736,SANTA CRUZ XOCHITEPEC (PBLO),XOCHIMILCO,19.2549237647,-99.1333048351
737,LA ASUNCION (BARR),XOCHIMILCO,19.2716677106,-99.0984661957
738,SAN MARCOS (BARR),XOCHIMILCO,19.2631694092,-99.1111586679
739,OCOTLA - OCOTLA CHICO,TLALPAN,19.2120758029,-99.167241907
740,TECORRAL,TLALPAN,19.2597832126,-99.1667741074
741,SANTISIMA TRINIDAD,TLALPAN,19.2719746955,-99.1860284075
742,VALLE VERDE,TLALPAN,19.2458056906,-99.1434302857
743,CRISTO REY,XOCHIMILCO,19.250754014,-99.0150184137
744,LOMA BONITA-AMPLIACION TEPEXIMILPA,TLALPAN,19.2701874323,-99.1923272603
745,LA FORESTAL 2,GUSTAVO A. MADERO,19.5687146714,-99.1256859396
746,LA PASTORA,GUSTAVO A. MADERO,19.5276450764,-99.1357630076
747,JORGE NEGRETE,GUSTAVO A. MADERO,19.5263550421,-99.1432502723
748,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),TLALPAN,19.2921700968,-99.1285207412
749,LOMAS DEL PEDREGAL,TLALPAN,19.2738916573,-99.2182921681
750,CUCHILLA RAMOS MILLAN,IZTACALCO,19.3875231918,-99.0920343133
751,SANTA APOLONIA (BARR),AZCAPOTZALCO,19.4756970223,-99.191574882
752,SANTO TOMAS,AZCAPOTZALCO,19.4858838616,-99.177047766
753,SECTOR NAVAL,AZCAPOTZALCO,19.4700239768,-99.1770252989
754,SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,19.4875742334,-99.1546459611
755,EMILIANO ZAPATA 1A,TLAHUAC,19.2086726417,-98.9725421506
756,3 DE MAYO,TLAHUAC,19.2974568669,-98.9911966871
757,SANTA CECILIA,TLAHUAC,19.2791694024,-99.006519451
758,QUIAHUATLA,TLAHUAC,19.2604884749,-99.0038976705
759,ARENAL,AZCAPOTZALCO,19.4652942835,-99.1520094444
760,TLAZINTLA,IZTACALCO,19.396203998,-99.1117999834
761,BELEN DE LAS FLORES,ALVARO OBREGON,19.3956318995,-99.2170290842
762,HOGARES FERROCARRILEROS (U HAB),AZCAPOTZALCO,19.4735432896,-99.1651509116
763,DEMET (U HAB),AZCAPOTZALCO,19.4874554661,-99.1809079876
764,LOMAS DE AXOMIATLA,ALVARO OBREGON,19.3431828476,-99.2519763127
765,LA PERA XOCHINAHUAC (U HAB),ALVARO OBREGON,19.3591536495,-99.2276594393
766,MOLINO DE ROSAS,ALVARO OBREGON,19.3720650774,-99.2007195658
767,LOMAS DE LOS CEDROS,ALVARO OBREGON,19.3253076787,-99.2574807277
768,SAN SIMON TOLNAHUAC,CUAUHTEMOC,19.4595317038,-99.1431802383
769,19 DE MAYO,ALVARO OBREGON,19.3619010138,-99.2533186515
770,ASTURIAS,CUAUHTEMOC,19.4046308544,-99.1312401576
771,BUENAVISTA II,CUAUHTEMOC,19.4421892858,-99.1513520907
772,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,19.3888622721,-99.1916992766
773,SANTA LUCIA (PBLO),ALVARO OBREGON,19.3582823592,-99.2569985365
774,PARAJE EL CABALLITO,ALVARO OBREGON,19.3153569742,-99.2732448612
775,CENTRO VI,CUAUHTEMOC,19.4247184898,-99.1346482655
776,CENTRO VIII,CUAUHTEMOC,19.4315052317,-99.1463947881
777,PARAJE ZACATEPEC,IZTAPALAPA,19.35503055,-99.0184521787
778,PEON VIEJO (U HAB),IZTAPALAPA,19.3762269024,-99.0294800863
779,PURISIMA I,IZTAPALAPA,19.3640191563,-99.0537547992
780,PERALVILLO I,CUAUHTEMOC,19.4627292503,-99.1374326001
781,ROMA NORTE II,CUAUHTEMOC,19.421384627,-99.1588454263
782,ALLEPETLALI (U HAB),IZTAPALAPA,19.2887511942,-99.0671328816
783,ARBOLEDAS,IZTAPALAPA,19.3127514264,-99.0482842276
784,CONCORDIA ZARAGOZA (U HAB),IZTAPALAPA,19.3680759422,-99.0078261552
785,HUITZICO-LA POBLANITA,IZTAPALAPA,19.32585394,-98.9790799158
786,GRANJAS ESMERALDA,IZTAPALAPA,19.3537999824,-99.1173645608
787,FUERTE DE LORETO - LA ANTENA (U HAB),IZTAPALAPA,19.3647197075,-99.0300390619
788,SAN JOSE (BARR),IZTAPALAPA,19.3705874509,-99.0918815491
789,SAN JUAN JOYA (PJE),IZTAPALAPA,19.3364819587,-99.0655212336
790,SANTA BARBARA (BARR) I,IZTAPALAPA,19.3597012736,-99.1028282821
791,TEXCOCO EL SALADO,IZTAPALAPA,19.3740915625,-99.005078883
792,LOMAS DE LA ESTANCIA I,IZTAPALAPA,19.3392434488,-99.0065476988
793,LOMAS ESTRELLA 2A SECC II,IZTAPALAPA,19.3170675936,-99.0936479434
794,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,19.3460514034,-99.0390117031
795,LA RETAMA,CUAJIMALPA DE MORELOS,19.3758799842,-99.2890305556
796,XALPA,CUAJIMALPA DE MORELOS,19.3111259961,-99.3300030813
797,BATAN VIEJO (EL MAESTRO),LA MAGDALENA CONTRERAS,19.3359169415,-99.2123503204
798,POTRERILLO (AMPL),LA MAGDALENA CONTRERAS,19.3077081328,-99.2588220467
799,SUBESTACION,LA MAGDALENA CONTRERAS,19.2906488094,-99.2440777866
800,MIXCOAC,BENITO JUAREZ,19.372884049,-99.1900032071
801,SAN JUAN,BENITO JUAREZ,19.3783640536,-99.1846839212
802,STA CRUZ ATOYAC,BENITO JUAREZ,19.3681589306,-99.1607619028
803,DEL VALLE III,BENITO JUAREZ,19.3873584786,-99.1675556934
804,DEL VALLE VI,BENITO JUAREZ,19.3757198663,-99.1642553397
805,PORTALES II,BENITO JUAREZ,19.3671996695,-99.1488177919
806,AGRICULTURA,MIGUEL HIDALGO,19.4504774082,-99.1655203747
807,ANAHUAC DOS LAGOS,MIGUEL HIDALGO,19.4434877858,-99.1894691303
808,MODELO PENSIL,MIGUEL HIDALGO,19.4464153475,-99.1898045642
809,POPO,MIGUEL HIDALGO,19.4457823588,-99.1998754924
810,REFORMA PENSIL,MIGUEL HIDALGO,19.4491321118,-99.192927882
811,VENTURA PEREZ DE ALBA,MIGUEL HIDALGO,19.4532592779,-99.195727852
812,16 DE SEPTIEMBRE,MIGUEL HIDALGO,19.4020986827,-99.2071010217
813,BOSQUES DE TETLAMEYA,COYOACAN,19.3016938684,-99.1528284988
814,ESPARTACO,COYOACAN,19.3175487457,-99.1360285209
815,JARDINES DEL PEDREGAL,COYOACAN,19.3059286486,-99.1900269439
816,LAS CABAAS,COYOACAN,19.3109074146,-99.1268629453
817,PRADOS DE COYOACAN,COYOACAN,19.3188591661,-99.1326761949
818,PASEOS DE TAXQUEA II,COYOACAN,19.3423866583,-99.1258788208
819,PEDREGAL DE STO DOMINGO IV,COYOACAN,19.328764804,-99.1666853021
820,ALTILLO (COND ALTILLO ACASULCO),COYOACAN,19.3417791842,-99.18123088
821,FIVIPORT (U HAB),VENUSTIANO CARRANZA,19.4262859691,-99.0607626432
822,REVOLUCION,VENUSTIANO CARRANZA,19.439002299,-99.1037592628
823,10 DE MAYO,VENUSTIANO CARRANZA,19.4335166035,-99.1179899304
824,24 DE ABRIL,VENUSTIANO CARRANZA,19.4153745974,-99.1165511647
825,ARBOLEDAS DE CUAUTEPEC,GUSTAVO A. MADERO,19.5626711945,-99.1191891866
826,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,19.5455103,-99.1387289006
827,CERRO PRIETO,GUSTAVO A. MADERO,19.4527389912,-99.0982123664
828,COCOYOTES (AMPL),GUSTAVO A. MADERO,19.5508781739,-99.1279586658
829,AIDEE SOLS CRDENAS-MATAS ROMERO (U HAB),GUSTAVO A. MADERO,19.5333858774,-99.1466927503
830,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4751269126,-99.142585619
831,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,19.4827766058,-99.1380820042
832,LOMAS DE CUAUTEPEC,GUSTAVO A. MADERO,19.570901803,-99.1379577124
833,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,19.488167642,-99.097748665
834,LA FORESTAL 3,GUSTAVO A. MADERO,19.5691102196,-99.1293113483
835,LA CRUZ (BARR),GUSTAVO A. MADERO,19.4926119519,-99.1020574709
836,SAN LORENZO ATEMOAYA (PBLO),XOCHIMILCO,19.2398267151,-99.1007881266
837,TLAXOPAN,XOCHIMILCO,19.2332388931,-99.1394040895
838,LA NORIA,XOCHIMILCO,19.262957816,-99.122791852
839,SAN ANTONIO TECOMITL (PBLO),MILPA ALTA,19.2128732956,-98.9930097011
840,SAN JERONIMO MIACATLAN (PBLO),MILPA ALTA,19.188815365,-99.0047619654
841,LA ESMERALDA III,GUSTAVO A. MADERO,19.4853847421,-99.084335542
842,JOYA DE VARGAS,XOCHIMILCO,19.2340151453,-99.092148464
843,SAN ANTONIO (BARR),XOCHIMILCO,19.2630713673,-99.1069879612
844,NATIVITAS,XOCHIMILCO,19.2489419378,-99.0106577235
845,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),TLALPAN,19.2949520584,-99.1202408834
846,RINCONADA DEL SUR (U HAB),XOCHIMILCO,19.2596516126,-99.1203178571
847,ISIDRO  FABELA (AMPL),TLALPAN,19.2981437323,-99.1708224892
848,MIRADOR DEL VALLE,TLALPAN,19.2562293796,-99.182371734
849,SAN MIGUEL AJUSCO (PBLO),TLALPAN,19.2278384745,-99.196806531
850,MIRADOR I,TLALPAN,19.2714138701,-99.2193979119
851,RESIDENCIAL INSURGENTES SUR (U HAB),TLALPAN,19.2791156267,-99.1722004512
852,SN JUAN  TEPEXIMILPA (AMPL),TLALPAN,19.2726950038,-99.1928387796
853,CULTURA MAYA,TLALPAN,19.2758863423,-99.2230166175
854,SANTA ISABEL TOLA (PBLO),GUSTAVO A. MADERO,19.497917649,-99.1142315413
855,VERONICA CASTRO,GUSTAVO A. MADERO,19.5733834979,-99.1288818686
856,TLACAMACA,GUSTAVO A. MADERO,19.474398255,-99.1366754308
857,SUTIC VALLEJO (U HAB),GUSTAVO A. MADERO,19.5160866927,-99.1396415185
858,HEROES DE PADIERNA I,TLALPAN,19.2859029752,-99.2240520364
859,VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),TLALPAN,19.2974316501,-99.1872234057
860,SECCION XVI,TLALPAN,19.2917451661,-99.1576224067
861,CUCHILLA AGRICOLA ORIENTAL,IZTACALCO,19.404755574,-99.0806644078
862,TEOZOMA,TLAHUAC,19.3202707233,-98.9719328522
863,SELENE 1a SECC,TLAHUAC,19.2923840939,-99.0030293696
864,SANTO DOMINGO (PBLO),AZCAPOTZALCO,19.488221672,-99.1913275059
865,ACUEDUCTO,ALVARO OBREGON,19.397885182,-99.2042899207
866,SANTA CATARINA (PBLO),AZCAPOTZALCO,19.4921308947,-99.1746611469
867,PLENITUD,AZCAPOTZALCO,19.4729183065,-99.1949966011
868,PATRIMONIO FAMILIAR,AZCAPOTZALCO,19.4674185792,-99.1497927716
869,LAS SALINAS,AZCAPOTZALCO,19.4875623399,-99.1647915027
870,LA CONCHITA I,TLAHUAC,19.2864878255,-99.0383908272
871,ANGEL ZIMBRON,AZCAPOTZALCO,19.4677940841,-99.1891178561
872,AGUILERA,AZCAPOTZALCO,19.4728453807,-99.1557459509
873,VILLAS DE LOS TRABAJADORES (GDF) (U HAB),TLAHUAC,19.2807875173,-99.0521197297
874,ECOLOGICA NOVEDADES IMPACTO (U HAB),AZCAPOTZALCO,19.5079972636,-99.1904909746
875,TRANSITO,CUAUHTEMOC,19.4178611105,-99.1315091546
876,HIPODROMO CONDESA,CUAUHTEMOC,19.4093352026,-99.1794803853
877,EX HIPODROMO DE PERALVILLO,CUAUHTEMOC,19.4566624075,-99.1347779305
878,SANTA MARIA NONOALCO,ALVARO OBREGON,19.3806980842,-99.1930730511
879,PRADOS LA PROVIDENCIA,ALVARO OBREGON,19.3573553373,-99.2381825175
880,SEARS ROEBUCK (U HAB),ALVARO OBREGON,19.4008889721,-99.195157642
881,LOMAS DE GUADALUPE,ALVARO OBREGON,19.3444013035,-99.2431938874
882,LOMAS DE CHAMONTOYA,ALVARO OBREGON,19.3170165912,-99.268434575
883,MINAS DE CRISTO,ALVARO OBREGON,19.3808637658,-99.1984019253
884,LOMAS DE CAPULIN,ALVARO OBREGON,19.3104750424,-99.2717178529
885,MARIA G DE GARCIA RUIZ,ALVARO OBREGON,19.3877237484,-99.2116366432
886,LOMAS DE LOS ANGELES TETELPAN,ALVARO OBREGON,19.343515309,-99.2138016968
887,MOLINO DE ROSAS (AMPL),ALVARO OBREGON,19.3699044009,-99.2015220718
888,BARRIO NORTE,ALVARO OBREGON,19.378639232,-99.2073475179
889,CANUTILLO 3RA SECCION,ALVARO OBREGON,19.3627114497,-99.2267132095
890,TETELPAN (PBLO),ALVARO OBREGON,19.3421282914,-99.2254307598
891,TEPEACA,ALVARO OBREGON,19.3586691686,-99.2365343154
892,JALALPA EL GRANDE,ALVARO OBREGON,19.3696391962,-99.2428942099
893,LA CONCHITA,ALVARO OBREGON,19.3916864792,-99.2076913945
894,GALEANA,ALVARO OBREGON,19.3710349467,-99.2243251092
895,GRANJAS MEXICO II,IZTACALCO,19.4019151229,-99.0903769668
896,MILITAR MARTE,IZTACALCO,19.3810242212,-99.1286365114
897,RAMOS MILLAN BRAMADERO II,IZTACALCO,19.3923892858,-99.0925435258
898,GABRIEL RAMOS MILLAN,IZTACALCO,19.3930730192,-99.1017491985
899,AGRICOLA ORIENTAL VIII,IZTACALCO,19.3875438857,-99.062623213
900,CENTRO I,CUAUHTEMOC,19.441997265,-99.1325129751
901,HIPODROMO I,CUAUHTEMOC,19.4121695524,-99.1693626554
902,ALVARO OBREGON_(FRACC),IZTAPALAPA,19.3732410988,-99.0362311647
903,ROMA NORTE III,CUAUHTEMOC,19.4147537971,-99.1600548176
904,ROMA SUR II,CUAUHTEMOC,19.4040153783,-99.1633006972
905,AVANTE,COYOACAN,19.3282199085,-99.1346491977
906,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4348313799,-99.1961305015
907,LOMA DEL PADRE,CUAJIMALPA DE MORELOS,19.3432048429,-99.313967117
908,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3567439251,-99.2879629485
909,JARDINES DE LA PALMA (HUIZACHITO),CUAJIMALPA DE MORELOS,19.3707939885,-99.2809727301
910,CACALOTE,CUAJIMALPA DE MORELOS,19.3699861284,-99.2956800934
911,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,IZTAPALAPA,19.3461780507,-99.0088364538
912,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),IZTAPALAPA,19.3557690158,-99.0563656019
913,TENORIOS,IZTAPALAPA,19.3315376788,-99.02154729
914,VICENTE GUERRERO SUPER MANZANA 3 (U HAB),IZTAPALAPA,19.3608527601,-99.0553333727
915,SINATEL (AMPL),IZTAPALAPA,19.3653852168,-99.1300154776
916,STA ISABEL INDUSTRIAL,IZTAPALAPA,19.3521788743,-99.1047376173
917,VERACRUZANA (AMPL),IZTAPALAPA,19.3507519992,-99.0901129196
918,SAN JUANICO NEXTIPAC (PBLO),IZTAPALAPA,19.3740469786,-99.1188027388
919,SAN LORENZO TEZONCO (BARR),IZTAPALAPA,19.3037395367,-99.0691937166
920,PLUTARCO ELIAS CALLES (U HAB),IZTAPALAPA,19.3540226243,-99.0650811483
921,EL TANQUE,LA MAGDALENA CONTRERAS,19.325119803,-99.2510112527
922,LA MAGDALENA ATLITIC (PBLO),LA MAGDALENA CONTRERAS,19.3020079658,-99.2459457534
923,IXTLAHUALTONGO,LA MAGDALENA CONTRERAS,19.2770159486,-99.2501066251
924,INDEPENDENCIA BATAN NORTE (U HAB),LA MAGDALENA CONTRERAS,19.3351306206,-99.2098571386
925,IGNACIO ZARAGOZA (U HAB),IZTAPALAPA,19.3851550458,-99.0403878623
926,LOMAS EL MANTO,IZTAPALAPA,19.3510367269,-99.0871141017
927,EL MANTO PLAN DE IGUALA,IZTAPALAPA,19.353060352,-99.0851869079
928,DR ALFONSO ORTIZ TIRADO,IZTAPALAPA,19.3854169212,-99.0791413672
929,NARVARTE II,BENITO JUAREZ,19.3970602369,-99.1530323945
930,POSTAL,BENITO JUAREZ,19.390795969,-99.141966075
931,OCHO DE AGOSTO,BENITO JUAREZ,19.394118322,-99.1870611116
932,AMERICAS UNIDAS-DEL LAGO,BENITO JUAREZ,19.3818546447,-99.1416770553
933,EXTREMADURA INSURGENTES,BENITO JUAREZ,19.3770350125,-99.1798693519
934,MOLINO DEL REY,MIGUEL HIDALGO,19.4237559071,-99.203290176
935,LOS GIRASOLES II,COYOACAN,19.3054665781,-99.1234643154
936,LOS SAUCES (FRACC),COYOACAN,19.3038539029,-99.1165198232
937,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.335301831,-99.1257074664
938,SAN PABLO TEPETLAPA (PBLO),COYOACAN,19.3234555103,-99.1423243912
939,VIEJO EJIDO SANTA URSULA COAPA,COYOACAN,19.3044537189,-99.1418620636
940,PEDREGAL DE STO DOMINGO VIII,COYOACAN,19.3232871242,-99.171712257
941,EL ARENAL 3A SECCION,VENUSTIANO CARRANZA,19.4253285415,-99.0565176271
942,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,19.4293912667,-99.0573267383
943,JARDIN BALBUENA II,VENUSTIANO CARRANZA,19.4179173469,-99.1138562365
944,DE LA CANDELARIA (PBLO),COYOACAN,19.3314227506,-99.1490773948
945,CTM VI CULHUACAN (U HAB),COYOACAN,19.323535271,-99.1179312347
946,EX HACIENDA COAPA,COYOACAN,19.3101593873,-99.1354074188
947,IMAN 580 (U HAB),COYOACAN,19.3104176662,-99.1718015707
948,LA MAGDALENA CULHUACAN (BARR),COYOACAN,19.3421501931,-99.1187266027
949,LA LOMA,ALVARO OBREGON,19.3702674129,-99.2489895772
950,LIBERACION PROLETARIA,ALVARO OBREGON,19.3814649224,-99.2297944055
951,LOPEZ PORTILLO,TLAHUAC,19.3090018876,-99.0208497074
952,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,19.2453061016,-98.9950184535
953,JAIME TORRES BODET,TLAHUAC,19.230429151,-98.9987550743
954,LA CONCHITA II,TLAHUAC,19.2836289121,-99.0323207737
955,SAN JOSE,TLAHUAC,19.2716370692,-98.985443234
956,MIGUEL HIDALGO OTE,TLAHUAC,19.2915810102,-99.0437386374
957,SAN MIGUEL,IZTACALCO,19.391971818,-99.1174169059
958,PANTITLAN I,IZTACALCO,19.4169642758,-99.0662989506
959,CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,19.3847089329,-99.1139142823
960,JUVENTINO ROSAS II,IZTACALCO,19.3911075139,-99.1062053349
961,PANTITLAN II,IZTACALCO,19.4168692206,-99.0594924558
962,SANTIAGO NORTE,IZTACALCO,19.392178871,-99.1247372149
963,EUZKADI,AZCAPOTZALCO,19.477680937,-99.1606970488
964,JARDINES CEYLAN (U HAB),AZCAPOTZALCO,19.4824458729,-99.1646501959
965,PRADOS DEL ROSARIO,AZCAPOTZALCO,19.5035717574,-99.20943293
966,LIBERACION,AZCAPOTZALCO,19.4707750701,-99.1523647869
967,SANTA MARIA MALINALCO (PBLO),AZCAPOTZALCO,19.4781258231,-99.1819027464
968,CALZADA JALALPA,ALVARO OBREGON,19.3816948036,-99.2238651624
969,EL ARBOL,ALVARO OBREGON,19.3803214523,-99.2357760669
970,CAADA DEL OLIVAR (U HAB),ALVARO OBREGON,19.3693168983,-99.2095598009
971,OLIVAR DE LOS PADRES,ALVARO OBREGON,19.3368485922,-99.2305344478
972,MILPA DEL CEDRO,ALVARO OBREGON,19.3537163394,-99.2569091113
973,GOLONDRINAS,ALVARO OBREGON,19.3785224117,-99.2132912071
974,EMANCIPACION DEL PUEBLO,ALVARO OBREGON,19.3604046703,-99.2385171963
975,PALMAS,ALVARO OBREGON,19.3763736167,-99.2129232329
